launch_power_dbm,Status_Ch1,Status_Ch2,Status_Ch3,Status_Ch4,Status_Ch5,Status_Ch6,Status_Ch7,Status_Ch8,Status_Ch9,Status_Ch10,Status_Ch11,Status_Ch12,Status_Ch13,Status_Ch14,Status_Ch15,Status_Ch16,Status_Ch17,Status_Ch18,Status_Ch19,Status_Ch20,Status_Ch21,Status_Ch22,Status_Ch23,Status_Ch24,Status_Ch25,Status_Ch26,Status_Ch27,Status_Ch28,Status_Ch29,Status_Ch30,Status_Ch31,Status_Ch32,Status_Ch33,Status_Ch34,Status_Ch35,Status_Ch36,Status_Ch37,Status_Ch38,Status_Ch39,Status_Ch40,snr_Ch1,snr_Ch2,snr_Ch3,snr_Ch4,snr_Ch5,snr_Ch6,snr_Ch7,snr_Ch8,snr_Ch9,snr_Ch10,snr_Ch11,snr_Ch12,snr_Ch13,snr_Ch14,snr_Ch15,snr_Ch16,snr_Ch17,snr_Ch18,snr_Ch19,snr_Ch20,snr_Ch21,snr_Ch22,snr_Ch23,snr_Ch24,snr_Ch25,snr_Ch26,snr_Ch27,snr_Ch28,snr_Ch29,snr_Ch30,snr_Ch31,snr_Ch32,snr_Ch33,snr_Ch34,snr_Ch35,snr_Ch36,snr_Ch37,snr_Ch38,snr_Ch39,snr_Ch40
3.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.660806713368316,0.0,0.0,0.0,0.0,0.0,0.0
-0.96,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.059417126837406,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.332550317885794
4.16,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.592825509459221,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.26823254620035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.684149812074331,0.0,0.0,0.0,0.0,0.0,0.0
0.7999999999999998,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,18.486759865521883,0.0,0.0,0.0,0.0,20.68411501943974,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.12447783283615,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.207149778643691,0.0,0.0,0.0,0.0
4.08,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,10.908649277941073,0.0,0.0,0.0,12.862811923129794,13.534342375054429,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.16710319558461,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.156260737232294,0.0,0.0,0.0,0.0,0.0
3.5999999999999996,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.63330840842706,0.0,0.0,0.0,0.0,0.0,0.0,18.70401809951416,18.82253519836898,0.0,18.91883054530311,0.0,0.0,18.69541377859971,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.90961134602168
0.2400000000000002,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.617734290312484,0.0,0.0,0.0,21.003965746387042,0.0,0.0,0.0,19.671761640397925,19.25221594111974,0.0,0.0,0.0,0.0,0.0,16.21675760006181,0.0,0.0,0.0,0.0,0.0,12.973252363908138,12.400429183083386,0.0,0.0,0.0,0.0,0.0
2.08,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,15.024089879516175,0.0,0.0,0.0,0.0,17.378185053426048,0.0,0.0,0.0,0.0,0.0,0.0,20.05065808011645,0.0,0.0,20.384602092225265,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.73171090563107,0.0,0.0,0.0,0.0,14.11560574980998,0.0,0.0,12.372288082890517,0.0,0.0,10.325362235628322
1.44,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0.0,16.28175715370784,0.0,0.0,0.0,18.500325211698694,0.0,0.0,19.82865381091424,0.0,0.0,0.0,0.0,0.0,0.0,20.865160488084978,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.85482317733983,0.0,17.95168963441798,0.0,0.0,0.0,15.940002751668763,0.0,14.881032164082455,0.0,0.0,0.0,0.0,12.021481241643086,0.0,0.0,0.0
3.4400000000000004,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,14.795944325539732,15.398900788744454,0.0,0.0,16.923566869320567,0.0,0.0,0.0,18.331433176030878,0.0,18.771034499728852,0.0,0.0,19.08108549389807,0.0,0.0,0.0,0.0,0.0,0.0,18.078999507373872,17.739632304066106,0.0,0.0,0.0,0.0,0.0,0.0,14.610469260853321,0.0,0.0,0.0,0.0,11.597758604068208,0.0
